microRNA,R_squared
hsa-miR-675-3p,0.582122827929402
hsa-miR-548d-3p,0.581946379577571
hsa-miR-1185-2-3p,0.58174033813743
hsa-miR-133a-5p,0.581701428819855
hsa-miR-892c-3p,0.581268059664524
hsa-miR-3662,0.581052092186358
hsa-miR-144-3p,0.580263019352028
hsa-miR-526b-5p,0.579992678488985
hsa-miR-134-3p,0.579733602527562
hsa-miR-451a,0.57939798406266
hsa-miR-874-5p,0.579213125810784
hsa-miR-151b,0.578977530822729
hsa-miR-4745-3p,0.578266917827315
hsa-miR-561-5p,0.57729672226605
hsa-miR-513a-3p,0.576737112147111
hsa-miR-196b-3p,0.57503539708376
hsa-miR-1248,0.574841135535676
hsa-miR-506-5p,0.572755625239526
hsa-miR-6512-3p,0.571679341926772
hsa-miR-3177-3p,0.571554652541495
hsa-miR-337-5p,0.571386954261206
hsa-miR-6854-5p,0.570006624680465
hsa-miR-216b-5p,0.569548111916888
hsa-miR-6747-3p,0.569167547556737
hsa-miR-3940-5p,0.569005037934027
hsa-let-7f-5p,0.568746366395269
hsa-miR-3173-5p,0.568451104749132
hsa-miR-6516-3p,0.568326218195592
hsa-miR-4431,0.568081007037453
hsa-let-7a-2-3p,0.567716877949535
hsa-miR-5694,0.56732868941208
hsa-miR-542-5p,0.566322354682003
hsa-miR-1197,0.564961050439368
hsa-miR-1243,0.563847314536702
hsa-miR-490-3p,0.562975481809977
hsa-miR-6808-3p,0.562916638585566
hsa-miR-431-5p,0.562225030539918
hsa-miR-877-3p,0.559511074266072
hsa-miR-6716-3p,0.557924495720805
hsa-miR-224-3p,0.55774563913654
hsa-miR-4437,0.557460055230161
hsa-miR-184,0.557301163768958
hsa-miR-7110-3p,0.55723694128754
hsa-miR-3682-3p,0.557146259887061
hsa-miR-6860,0.556959086913369
hsa-miR-211-3p,0.556013821347231
hsa-miR-3679-5p,0.555775364033402
hsa-miR-3936,0.555493099734684
hsa-miR-4501,0.555334042845163
hsa-miR-122b-5p,0.554933677302627
hsa-miR-138-2-3p,0.553454462530033
hsa-miR-2277-3p,0.551016240837734
hsa-miR-148b-5p,0.549674729542355
hsa-miR-4780,0.548465215854726
hsa-miR-6834-5p,0.548244458395162
hsa-miR-6715b-3p,0.546799231404033
hsa-miR-5588-3p,0.546494347759765
hsa-miR-3187-3p,0.546288967663511
hsa-miR-2277-5p,0.54596566877484
hsa-miR-4676-5p,0.545445812855709
hsa-miR-4433a-5p,0.545161294209645
hsa-miR-516a-5p,0.544750316133261
hsa-miR-502-5p,0.544384700692903
hsa-miR-1291,0.543824555863127
hsa-miR-5090,0.543585072609768
hsa-miR-1910-5p,0.542671742669736
hsa-miR-636,0.542611645484853
hsa-miR-34b-5p,0.542037377990809
hsa-miR-1269a,0.541378514389554
hsa-miR-4724-5p,0.541058050709578
hsa-miR-374b-3p,0.540336155468978
hsa-miR-6735-5p,0.540226896305996
hsa-miR-376b-5p,0.539704112857993
hsa-miR-106a-3p,0.538371848537898
hsa-miR-5683,0.537886855428356
hsa-miR-3189-3p,0.537578900158463
hsa-miR-103a-2-5p,0.53725878219862
hsa-miR-573,0.535935434743758
hsa-miR-376c-5p,0.535909590482827
hsa-miR-6503-3p,0.534384234751563
hsa-miR-23b-5p,0.533376576288557
hsa-miR-3131,0.530828777692254
hsa-miR-323b-5p,0.530172700904615
hsa-miR-664b-5p,0.529212889180036
hsa-miR-3065-5p,0.529140261493802
hsa-miR-627-5p,0.529046051367951
hsa-miR-504-5p,0.528310687842456
hsa-miR-5584-3p,0.527774198358761
hsa-miR-3652,0.526645706705439
hsa-miR-7705,0.526327961482966
hsa-miR-670-3p,0.526117443987753
hsa-miR-3944-3p,0.525687075658047
hsa-miR-642a-5p,0.524363999041055
hsa-miR-766-5p,0.52425055955723
hsa-miR-212-5p,0.523658698294719
hsa-miR-412-5p,0.523349755579263
hsa-miR-1287-3p,0.523058467983693
hsa-miR-1914-5p,0.522321419813067
hsa-miR-6741-3p,0.521919739957705
hsa-miR-6516-5p,0.521294690004463
hsa-miR-320d,0.521049854472924
hsa-miR-3605-5p,0.520561913434412
hsa-miR-3677-5p,0.520384844677944
hsa-miR-5699-5p,0.518656840738943
hsa-miR-4778-3p,0.518349992639075
hsa-miR-4420,0.518283052308194
hsa-miR-1250-5p,0.518078067779243
hsa-miR-18b-5p,0.517074337978559
hsa-miR-1251-5p,0.516815850694484
hsa-miR-6820-3p,0.516301978550929
hsa-miR-1228-5p,0.515896073409435
hsa-miR-3130-3p,0.515210694484813
hsa-miR-1295a,0.514444661632655
hsa-miR-580-3p,0.51422420711983
hsa-miR-873-3p,0.513484568993387
hsa-miR-6783-3p,0.511418871644467
hsa-miR-589-3p,0.510882975413012
hsa-miR-5000-3p,0.510829004594379
hsa-miR-490-5p,0.510492326591572
hsa-miR-363-5p,0.509240989218011
hsa-miR-1305,0.50801310321543
hsa-miR-6843-3p,0.506978322040991
hsa-miR-3127-3p,0.506947800088159
hsa-miR-3199,0.50675308136024
hsa-miR-197-5p,0.506661911519649
hsa-miR-4718,0.506463229439554
hsa-miR-18b-3p,0.506233932613264
hsa-miR-676-3p,0.504663723637258
hsa-miR-4742-3p,0.504589856469984
hsa-miR-656-5p,0.504515701811696
hsa-miR-4732-3p,0.502862058721006
hsa-miR-2116-3p,0.502614346106258
hsa-miR-2682-3p,0.502131830432331
hsa-miR-659-5p,0.501747781305162
hsa-miR-4454,0.499585001639794
hsa-miR-4659b-5p,0.499427110872036
hsa-miR-219a-5p,0.497482900080062
hsa-miR-3136-5p,0.496947540420251
hsa-miR-1537-5p,0.496942484000933
hsa-miR-3126-5p,0.496687188495202
hsa-miR-5708,0.496493544222193
hsa-miR-6806-3p,0.49617388469013
hsa-miR-3909,0.495208532875827
hsa-miR-548v,0.494721528587737
hsa-miR-454-5p,0.494212777267829
hsa-miR-6514-5p,0.494069174362667
hsa-miR-4636,0.493943631649625
hsa-miR-6798-3p,0.493241677602001
hsa-miR-6731-5p,0.492319564175308
hsa-miR-655-5p,0.490459699329822
hsa-miR-4758-5p,0.49027053364568
hsa-miR-1915-3p,0.490088899215208
hsa-miR-3157-5p,0.490002556249008
hsa-miR-548j-5p,0.489977378162322
hsa-miR-4766-3p,0.489832960236761
hsa-miR-550a-3-5p,0.4896912995085
hsa-miR-4658,0.48748418435313
hsa-miR-3667-5p,0.487085328911918
hsa-miR-6820-5p,0.486071950387188
hsa-miR-1262,0.485936074974016
hsa-miR-1227-3p,0.485433741854969
hsa-miR-5091,0.484155351227188
hsa-miR-33b-3p,0.483265184530365
hsa-miR-3664-5p,0.483088483199051
hsa-miR-873-5p,0.482936619598296
hsa-miR-216a-5p,0.482509173895744
hsa-miR-187-5p,0.481268854813336
hsa-miR-4423-5p,0.479840615275238
hsa-miR-1276,0.47965738776637
hsa-miR-182-3p,0.479065285039873
hsa-miR-2113,0.478835113963428
hsa-miR-665,0.477740289585753
hsa-miR-511-3p,0.477519665503285
hsa-miR-98-3p,0.477221422837363
hsa-miR-6815-5p,0.476609447868544
hsa-miR-5690,0.475981320662167
hsa-miR-1224-3p,0.475596328103577
hsa-miR-6777-5p,0.475137662620974
hsa-miR-4732-5p,0.473535722619265
hsa-miR-6734-5p,0.472364035629681
hsa-miR-1260b,0.471733568122692
hsa-miR-1-5p,0.471553950795846
hsa-miR-3193,0.47054803075916
hsa-miR-513b-3p,0.469727031610448
hsa-miR-3680-3p,0.468029364413318
hsa-miR-1909-5p,0.467586897344779
hsa-miR-6503-5p,0.467137238975263
hsa-miR-579-5p,0.466936723959709
hsa-miR-652-5p,0.466499149826127
hsa-miR-1304-5p,0.466048769982774
hsa-miR-4444,0.465822810135144
hsa-miR-5571-3p,0.464545488683472
hsa-miR-4638-3p,0.463638386343746
hsa-miR-7845-5p,0.462325414540766
hsa-miR-152-5p,0.461874270664923
hsa-miR-376a-2-5p,0.460867847723097
hsa-miR-6728-5p,0.460686839853806
hsa-miR-1180-5p,0.460292003313949
hsa-miR-4469,0.460196682357244
hsa-miR-3613-3p,0.459988679122961
hsa-miR-3942-5p,0.459667362100785
hsa-miR-4659a-5p,0.459517287895556
hsa-miR-4713-5p,0.45905278977322
hsa-miR-1275,0.458412395435784
hsa-miR-4687-5p,0.457957123825681
hsa-miR-548y,0.457200797018247
hsa-miR-1915-5p,0.456121531947817
hsa-miR-551b-3p,0.453855380212565
hsa-miR-6797-3p,0.453057656392695
hsa-miR-374c-5p,0.45189827680264
hsa-miR-6512-5p,0.45069626804709
hsa-miR-6879-3p,0.45058644769928
hsa-miR-4646-3p,0.45039173695716
hsa-miR-510-5p,0.450218165660146
hsa-miR-618,0.449435924739692
hsa-miR-3690,0.449407802119515
hsa-miR-4741,0.448965511696285
hsa-miR-378d,0.448528077356585
hsa-miR-5684,0.447903377115862
hsa-miR-216a-3p,0.447467817956697
hsa-miR-4778-5p,0.446674810576743
hsa-miR-6513-5p,0.446022120158895
hsa-miR-5579-3p,0.444579971574698
hsa-miR-6755-5p,0.444264717675571
hsa-miR-6891-5p,0.443457891956794
hsa-miR-1301-5p,0.442791400147758
hsa-miR-1251-3p,0.442401067311923
hsa-miR-4760-5p,0.441922347002586
hsa-miR-639,0.441688581948835
hsa-miR-4770,0.441305653137072
hsa-miR-6749-3p,0.439252771924613
hsa-miR-548t-5p,0.43898400204239
hsa-miR-3125,0.438908886296265
hsa-miR-660-3p,0.438552076396488
hsa-miR-4647,0.438250422246392
hsa-miR-466,0.438158157095307
hsa-miR-4797-3p,0.437670351871237
hsa-miR-4791,0.436063412748139
hsa-miR-5691,0.435383474082485
hsa-miR-556-3p,0.43497596486561
hsa-miR-218-1-3p,0.434197345324488
hsa-miR-196a-3p,0.433368387428979
hsa-miR-188-3p,0.433162120980184
hsa-miR-206,0.433086615263824
hsa-miR-6833-3p,0.431878606446269
hsa-miR-5588-5p,0.431307818702528
hsa-miR-4786-5p,0.430746151290553
hsa-miR-6125,0.430351343767365
hsa-miR-6845-3p,0.42960828164716
hsa-miR-6881-3p,0.429491933892488
hsa-miR-491-3p,0.429146658075932
hsa-miR-6815-3p,0.428250102296978
hsa-miR-383-5p,0.426406109387608
hsa-miR-4660,0.426375305042848
hsa-miR-3166,0.425910659257922
hsa-miR-449b-3p,0.425908378818729
hsa-miR-4685-3p,0.424721826165778
hsa-miR-34a-3p,0.424701090296991
hsa-miR-6761-5p,0.424441432780992
hsa-miR-3926,0.42406698695166
hsa-miR-2115-5p,0.424033006209141
hsa-miR-6718-5p,0.423626295993934
hsa-miR-6894-3p,0.422902253004745
hsa-miR-581,0.422726906999515
hsa-miR-497-3p,0.42255446734734
hsa-miR-2114-5p,0.421802578412637
hsa-miR-4326,0.421540328997367
hsa-miR-658,0.421013630776773
hsa-miR-1911-5p,0.420923735285154
hsa-miR-765,0.420866295219544
hsa-miR-4484,0.420862119253601
hsa-miR-1538,0.42056946919424
hsa-miR-6814-3p,0.420335474062419
hsa-miR-6847-5p,0.420045553627917
hsa-miR-6501-5p,0.42001637095185
hsa-miR-4473,0.419788887830604
hsa-miR-2115-3p,0.419785750395595
hsa-miR-890,0.419220294952654
hsa-miR-4677-5p,0.419087157356368
hsa-miR-1258,0.417941818463981
hsa-miR-3188,0.417315617139957
hsa-miR-6764-5p,0.416828754197906
hsa-miR-662,0.416717064654869
hsa-miR-1234-3p,0.415704090813865
hsa-miR-6762-3p,0.414163291585905
hsa-miR-6502-5p,0.414078052435268
hsa-miR-4638-5p,0.41257324965105
hsa-miR-6873-5p,0.412359891869035
hsa-miR-15a-3p,0.412169296707797
hsa-miR-570-3p,0.411041398441563
hsa-miR-937-5p,0.410432862084652
hsa-miR-3684,0.410009233514817
hsa-miR-4725-3p,0.409930175219042
hsa-miR-345-3p,0.409811967461206
hsa-miR-6720-5p,0.408688976572619
hsa-miR-4705,0.40853084638909
hsa-miR-610,0.40617221972134
hsa-miR-6885-3p,0.405312148442892
hsa-miR-6730-5p,0.404984181439012
hsa-miR-412-3p,0.403166947872235
hsa-miR-4640-5p,0.402465959968385
hsa-miR-3120-3p,0.401689749575159
hsa-miR-556-5p,0.401276655289646
hsa-miR-4756-3p,0.40051467675468
hsa-miR-3619-5p,0.400452953815867
hsa-miR-6850-5p,0.399782790612652
hsa-miR-3943,0.398744485995281
hsa-miR-4723-5p,0.397997974717027
hsa-miR-1298-5p,0.397284524100494
hsa-miR-4524a-3p,0.397199325935072
hsa-miR-586,0.397109027956925
hsa-miR-4479,0.396755313804169
hsa-miR-4446-3p,0.396606575801651
hsa-miR-6784-3p,0.396139119210496
hsa-miR-1193,0.395877487565008
hsa-miR-4800-3p,0.395175150977751
hsa-miR-100-3p,0.394861309130985
hsa-miR-208b-3p,0.394853117896739
hsa-miR-891a-3p,0.394598071608392
hsa-miR-548s,0.391707178816994
hsa-miR-4523,0.390313909720127
hsa-miR-676-5p,0.389337847051995
hsa-miR-2114-3p,0.386167501661457
hsa-miR-4423-3p,0.386127785380268
hsa-miR-4433b-5p,0.385865948743575
hsa-miR-6794-3p,0.385092891379472
hsa-miR-6721-5p,0.384624278822377
hsa-miR-4745-5p,0.384358865514052
hsa-miR-548aq-5p,0.382775801527348
hsa-miR-4755-3p,0.381742510588036
hsa-miR-548e-3p,0.380919090706255
hsa-miR-585-3p,0.38046325961245
hsa-miR-4665-5p,0.379681345267194
hsa-miR-5695,0.379638645241799
hsa-miR-6837-3p,0.379285039294794
hsa-miR-3912-3p,0.377372761258941
hsa-miR-1298-3p,0.376812838313703
hsa-miR-6748-5p,0.375584675724862
hsa-miR-4664-5p,0.375477896877356
hsa-miR-4442,0.373501198253786
hsa-miR-1908-3p,0.372968118275456
hsa-miR-6812-3p,0.3728345312752
hsa-miR-4742-5p,0.372002978547299
hsa-miR-3192-5p,0.370749506278621
hsa-miR-4684-5p,0.369877657894924
hsa-miR-653-3p,0.369151147157795
hsa-miR-4505,0.369147591273099
hsa-miR-5699-3p,0.368942101779068
hsa-miR-4286,0.367387757276045
hsa-miR-7156-5p,0.366612838666899
hsa-miR-6772-3p,0.364279547496328
hsa-miR-1236-5p,0.362936163557654
hsa-miR-6743-3p,0.362873989233495
hsa-miR-3183,0.362750886618563
hsa-miR-5008-3p,0.362657679658429
hsa-miR-6507-5p,0.36222301581413
hsa-miR-1537-3p,0.36183742205827
hsa-miR-4632-5p,0.361740106900236
hsa-miR-489-3p,0.361646071891451
hsa-miR-6737-3p,0.360166466991164
hsa-miR-6774-3p,0.35914980469709
hsa-miR-3617-3p,0.359106537765336
hsa-miR-4683,0.356966281051643
hsa-miR-6882-3p,0.356691651564917
hsa-let-7f-2-3p,0.354943860639775
hsa-miR-3681-5p,0.353658325700685
hsa-miR-6852-5p,0.35287517314136
hsa-miR-7112-3p,0.35130211020112
hsa-miR-219b-3p,0.349636981845715
hsa-miR-190a-3p,0.3490541841568
hsa-miR-3691-3p,0.348939340139551
hsa-miR-4433a-3p,0.34855574651202
hsa-miR-4763-5p,0.348224915831598
hsa-miR-5088-3p,0.347007634283995
hsa-miR-548o-3p,0.346983424430874
hsa-miR-675-5p,0.346915919873579
hsa-miR-5580-3p,0.346790736640947
hsa-miR-3678-5p,0.346607154654182
hsa-miR-548au-3p,0.346255314789837
hsa-miR-6501-3p,0.345999303396915
hsa-miR-371b-3p,0.345989091442805
hsa-miR-3177-5p,0.34558817311443
hsa-miR-4632-3p,0.345565437350947
hsa-miR-3171,0.345449033489234
hsa-miR-6750-3p,0.344732545925869
hsa-miR-7155-5p,0.344666894157962
hsa-miR-6842-5p,0.344581241276943
hsa-miR-371b-5p,0.343770901552028
hsa-miR-1284,0.343743445710797
hsa-miR-4691-3p,0.34346187631132
hsa-miR-3913-3p,0.343405840316464
hsa-miR-6726-3p,0.343215175182311
hsa-miR-3150a-5p,0.343141031636908
hsa-miR-6781-3p,0.343102741204947
hsa-miR-3911,0.342882620178873
hsa-miR-3929,0.342559267318912
hsa-miR-5706,0.342463992396152
hsa-miR-548k,0.341920181119294
hsa-miR-499a-3p,0.341536470811769
hsa-miR-449a,0.341505992219299
hsa-miR-545-5p,0.340856753268072
hsa-miR-5704,0.340776770803529
hsa-miR-632,0.340181478129677
hsa-miR-5571-5p,0.339649447616044
hsa-miR-4699-3p,0.339137634563616
hsa-miR-6875-3p,0.338059720982222
hsa-miR-3620-5p,0.336930453390935
hsa-miR-4675,0.335815896304582
hsa-miR-6853-3p,0.33555028523569
hsa-miR-5088-5p,0.335081525674644
hsa-miR-6837-5p,0.334782972907769
hsa-miR-4701-5p,0.334339870691797
hsa-miR-597-3p,0.334212063625529
hsa-miR-876-5p,0.332971154822587
hsa-miR-218-2-3p,0.332933963983872
hsa-miR-6782-3p,0.331723279791921
hsa-miR-5581-3p,0.330859676167005
hsa-miR-6769a-3p,0.330715099845775
hsa-miR-6746-3p,0.330356938858874
hsa-miR-3146,0.33033629043695
hsa-miR-7978,0.329177935020969
hsa-miR-6757-5p,0.328850733350548
hsa-miR-6895-3p,0.328735038123684
hsa-miR-4435,0.328718634878641
hsa-miR-6880-3p,0.32845530869935
hsa-miR-4511,0.328006562343348
hsa-miR-6514-3p,0.327757749814407
hsa-miR-383-3p,0.327049236691962
hsa-miR-6884-3p,0.326582371055622
hsa-miR-6804-5p,0.326542806465926
hsa-miR-4777-3p,0.326456252323855
hsa-miR-6800-3p,0.326125838655815
hsa-miR-6766-3p,0.325464694646729
hsa-miR-5680,0.325052153640838
hsa-miR-4714-3p,0.324896910216969
hsa-miR-4788,0.324615775838002
hsa-miR-3616-3p,0.324509670625569
hsa-miR-7976,0.323979898252206
hsa-miR-19a-5p,0.323729689738483
hsa-miR-4804-3p,0.323175812541295
hsa-miR-1237-3p,0.322112082572919
hsa-miR-6807-5p,0.322078781814509
hsa-miR-449c-3p,0.322024563377292
hsa-miR-4674,0.321736084680899
hsa-miR-585-5p,0.321660276401927
hsa-miR-3191-3p,0.321656405047808
hsa-miR-3618,0.321132085939786
hsa-miR-5703,0.320847664233221
hsa-miR-3619-3p,0.320481278015664
hsa-miR-670-5p,0.320421284515512
hsa-miR-2278,0.320298413744641
hsa-miR-4776-5p,0.320171551940134
hsa-miR-3152-5p,0.319998840012275
hsa-miR-6793-5p,0.319675427873464
hsa-miR-3176,0.319561329139036
hsa-miR-4796-5p,0.319422980832252
hsa-miR-615-5p,0.319370258873438
hsa-miR-4518,0.317955777159461
hsa-miR-6734-3p,0.317608026833913
hsa-miR-4517,0.31673612669347
hsa-miR-1181,0.316298270529983
hsa-miR-3129-3p,0.315809982654422
hsa-miR-5193,0.315438062822422
hsa-miR-548a-5p,0.314802521702711
hsa-miR-4667-5p,0.313483901232549
hsa-miR-449c-5p,0.312906071063356
hsa-miR-643,0.312429545380206
hsa-miR-6771-5p,0.311772588037374
hsa-miR-6794-5p,0.311116414027247
hsa-miR-1288-3p,0.310918484297511
hsa-miR-3655,0.310221622656611
hsa-miR-3144-3p,0.309991815570376
hsa-miR-3664-3p,0.309967900944498
hsa-miR-802,0.309763676675392
hsa-miR-489-5p,0.309685025900318
hsa-miR-6789-3p,0.307994252073979
hsa-miR-550b-2-5p,0.307096911158661
hsa-miR-5001-3p,0.306241066783777
hsa-miR-933,0.305096205008043
hsa-miR-4784,0.302581694882569
hsa-miR-4999-5p,0.302376827318608
hsa-miR-1910-3p,0.302370199761945
hsa-miR-6730-3p,0.300829739444284
hsa-miR-4999-3p,0.300284361415847
hsa-miR-4740-5p,0.300250510744806
hsa-miR-3158-3p,0.300147233818888
